tip	genome_id_or_accession	origin	culture_status	species	clade	genome_size_Mb	GC_pct	coding_density_pct	acidic_residues_pct	urease	ectoine_synthase	rhodopsin	salinity_habitat	completeness_pct	contamination_pct	biome	ncbi_organism_name	ncbi_genus	pathogenicity	coding_density_pct_uniform_prodigal	n_contigs	assembly_status	completeness_ncbi_checkm_pct	contamination_ncbi_checkm_pct	completeness_source	checkm2_this_study_completeness_pct	checkm2_this_study_contamination_pct	completeness_used_pct
RS_GCF_000455125.1	GCF_000455125.1	GTDB reference	MAG / uncultured	Mycobacterium sp000455125	SGM	4.473	67.66	91.45	11.28	absent	present	absent					Mycobacterium sp. UM_WGJ	not validly named	non_pathogen	92.87	116	draft	98.33	1.5	CheckM2 v1.0.1 (this study)	100	0.01	100
RS_GCF_002101775.1	GCF_002101775.1	GTDB reference	Cultured isolate	Mycobacterium nonchromogenicum	SGM	4.465	67.77	92.21	11.41	absent	present	absent					Mycolicibacter nonchromogenicus	Mycolicibacter	non_pathogen	92.98	91	draft	98.64	0.8	complete by definition (isolate)			100
RS_GCF_019645815.1	GCF_019645815.1	GTDB reference	Cultured isolate	Mycobacterium heraklionense	SGM	5.062	67.82	91.25	11.13	absent	present	absent					Mycolicibacter heraklionensis	Mycolicibacter	non_pathogen	92.56	1	closed	98.43	0.8	complete by definition (isolate)			100
RS_GCF_002086515.1	GCF_002086515.1	GTDB reference	Cultured isolate	Mycobacterium arupense	SGM	4.443	67.38	90.76	11.16	absent	present	absent					Mycolicibacter arupensis	Mycolicibacter	non_pathogen	92.25	157	draft	98.65	1.21	complete by definition (isolate)			100
RS_GCF_010731755.1	GCF_010731755.1	GTDB reference	Cultured isolate	Mycobacterium minnesotense	SGM	4.224	67.1	91.16	11.05	absent	present	absent					Mycolicibacter minnesotensis	Mycolicibacter	non_pathogen	92.65	1	closed	99.03	1.3	complete by definition (isolate)			100
spire_mag_02374351.fa	spire_mag_02374351	SPIRE MAG	MAG / uncultured	novel sp.	SGM	3.206	64.55	92.85	10.9	absent	present	absent		99.72	0.06	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	92.85	113	draft			CheckM2 v1.0.1 (this study)	99.71	0.06	99.71
RS_GCF_002101585.1	GCF_002101585.1	GTDB reference	Cultured isolate	Mycobacterium engbaekii	SGM	4.521	68.55	91.56	11.24	absent	present	absent					Mycolicibacter engbaekii	Mycolicibacter	non_pathogen	92.49	79	draft	97.87	0.57	complete by definition (isolate)			100
RS_GCF_010729485.1	GCF_010729485.1	GTDB reference	Cultured isolate	Mycobacterium hiberniae	SGM	4.397	68.51	90.74	11.17	absent	present	absent					Mycolicibacter hiberniae	Mycolicibacter	non_pathogen	92.51	1	closed	96.63	0.69	complete by definition (isolate)			100
RS_GCF_963378075.1	GCF_963378075.1	GTDB reference	MAG / uncultured	Mycobacterium sp963378075	SGM	4.341	68.64	92.41	11.44	absent	present	absent					[Mycobacterium] kokjensenii	not validly named	non_pathogen	92.92	1	closed	98.1	0.57	complete by definition (closed)			100
RS_GCF_002102265.1	GCF_002102265.1	GTDB reference	Cultured isolate	Mycobacterium longobardum	SGM	4.812	67.92	91.04	11.4	absent	present	absent					Mycolicibacter longobardus	Mycolicibacter	non_pathogen	91.94	59	draft	99.2	0.57	complete by definition (isolate)			100
GB_GCA_039922455.1	GCA_039922455.1	GTDB reference	MAG / uncultured	Mycobacterium sp039922455	SGM	3.26	67.59	91.03	11.18	absent	present	absent					Mycobacterium sp.	not validly named	non_pathogen	92.55	270	draft			CheckM2 v1.0.1 (this study)	85.36	0.58	85.36
RS_GCF_020172685.2	GCF_020172685.2	GTDB reference	Cultured isolate	Mycobacterium nativiensis	SGM	5.659	67.66	90.45	11.22	present	present	absent					[Mycobacterium] nativiensis	not validly named	non_pathogen	92.22	205	draft	98.79	2.92	complete by definition (isolate)			100
RS_GCF_020181615.2	GCF_020181615.2	GTDB reference	Cultured isolate	Mycobacterium crassicus	SGM	5.18	67.84	90.76	11.18	present	present	absent					[Mycobacterium] crassicus	not validly named	non_pathogen	92.34	58	draft	99.03	0.59	complete by definition (isolate)			100
RS_GCF_020181595.2	GCF_020181595.2	GTDB reference	Cultured isolate	Mycobacterium vasticus	SGM	4.862	67.72	92.34	11.36	absent	present	absent					[Mycobacterium] vasticus	not validly named	non_pathogen	93.58	91	draft	97.98		complete by definition (isolate)			100
RS_GCF_020181635.2	GCF_020181635.2	GTDB reference	Cultured isolate	Mycobacterium zoologicum	SGM	4.835	67.73	91.49	11.4	present	present	absent					[Mycobacterium] zoologicum	not validly named	non_pathogen	92.7	87	draft	98.2	0.52	complete by definition (isolate)			100
RS_GCF_001667375.1	GCF_001667375.1	GTDB reference	Cultured isolate	Mycobacterium sinense_A	SGM	4.571	68.36	91.61	11.33	present	present	absent					Mycolicibacter sinensis	Mycolicibacter	non_pathogen	93.18	110	draft	98.39	0.11	complete by definition (isolate)			100
RS_GCF_001673565.1	GCF_001673565.1	GTDB reference	Cultured isolate	Mycobacterium sinense_C	SGM	4.695	68.4	91.96	11.31	present	present	absent					Mycolicibacter sinensis	Mycolicibacter	non_pathogen	93.17	152	draft	98.42	0.72	complete by definition (isolate)			100
RS_GCF_001667945.1	GCF_001667945.1	GTDB reference	Cultured isolate	Mycobacterium sinense_B	SGM	4.662	68.59	90.87	11.21	present	present	absent					Mycolicibacter sinensis	Mycolicibacter	non_pathogen	92.56	168	draft	97.62	0.34	complete by definition (isolate)			100
RS_GCF_002086285.1	GCF_002086285.1	GTDB reference	NTM (isolate)	Mycobacterium kumamotonense	SGM	4.816	68.12	90.85	11.36	absent	present	absent					Mycolicibacter kumamotonensis	Mycolicibacter	opportunistic_pathogen	92.3	128	draft	97.65	0.89	complete by definition (isolate)			100
spire_mag_01586492.fa	spire_mag_01586492	SPIRE MAG	MAG / uncultured	Mycobacterium kumamotonense	SGM	4.484	68.42	93.06	11.31	absent	present	absent		99.96	2.69	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	93.06	72	draft			CheckM2 v1.0.1 (this study)	99.96	2.67	99.96
RS_GCF_010727125.1	GCF_010727125.1	GTDB reference	Cultured isolate	Mycobacterium terrae	SGM	4.566	68.44	91.48	11.29	absent	present	absent					Mycolicibacter terrae	Mycolicibacter	non_pathogen	92.77	1	closed	99.09	0.83	complete by definition (isolate)			100
RS_GCF_002086455.1	GCF_002086455.1	GTDB reference	Cultured isolate	Mycobacterium algericum	SGM	4.619	68.33	90.99	11.46	absent	present	absent					Mycolicibacter algericus DSM 45454	Mycolicibacter	non_pathogen	92.32	107	draft	98.56	0.11	complete by definition (isolate)			100
RS_GCF_003284925.1	GCF_003284925.1	GTDB reference	Cultured isolate	Mycobacterium algericum_A	SGM	4.793	67.95	89.73	11.54	absent	present	absent					Mycolicibacter senuensis	Mycolicibacter	non_pathogen	92.11	304	draft	93.75	0.56	complete by definition (isolate)			100
RS_GCF_002101885.1	GCF_002101885.1	GTDB reference	Cultured isolate	Mycobacterium senuense	SGM	4.535	68.69	92.19	11.42	absent	present	absent					Mycolicibacter senuensis	Mycolicibacter	non_pathogen	93.1	54	draft	98.33	0.63	complete by definition (isolate)			100
spire_mag_00709062.fa	spire_mag_00709062	SPIRE MAG	MAG / uncultured	novel sp.	SGM	3.103	65.9	92.7	11.09	present	absent	absent		100.0	0.03		not applicable (MAG)	not applicable (MAG)	MAG	92.7	47	draft			CheckM2 v1.0.1 (this study)	100	0.03	100
spire_mag_02370757.fa	spire_mag_02370757	SPIRE MAG	MAG / uncultured	novel sp.	SGM	2.869	65.9	92.77	11.08	present	absent	absent	low salinity	90.39	0.34	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	92.77	343	draft			CheckM2 v1.0.1 (this study)	90.16	0.34	90.16
spire_mag_00709337.fa	spire_mag_00709337	SPIRE MAG	MAG / uncultured	novel sp.	SGM	2.823	66.05	93.43	11.04	present	absent	absent		90.21	0.98		not applicable (MAG)	not applicable (MAG)	MAG	93.43	362	draft			CheckM2 v1.0.1 (this study)	90.28	0.98	90.28
RS_GCF_018455725.1	GCF_018455725.1	GTDB reference	Cultured isolate	Mycobacterium acidiphilum	SGM	4.546	69.13	89.8	11.22	present	present	absent					Mycolicibacter acidiphilus	Mycolicibacter	non_pathogen	91.92	160	draft	97.59	0.69	complete by definition (isolate)			100
GB_GCA_039935195.1	GCA_039935195.1	GTDB reference	MAG / uncultured	Mycobacterium sp039935195	SGM	3.035	67.61	90.49	11.08	absent	present	absent					Mycobacterium sp.	not validly named	non_pathogen	92.47	303	draft	83.97	1.72	CheckM2 v1.0.1 (this study)	84.51	0.21	84.51
GB_GCA_035721065.1	GCA_035721065.1	GTDB reference	MAG / uncultured	Mycobacterium sp035721065	SGM	3.029	69.06	90.99	11.16	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.68	134	draft	79.8	4.46	CheckM2 v1.0.1 (this study)	79.49	4.21	79.49
RS_GCF_001668625.1	GCF_001668625.1	GTDB reference	MAG / uncultured	Mycobacterium sp001668625	SGM	3.76	70.47	91.15	11.62	present	present	absent					Mycobacterium sp. 1274756.6	not validly named	non_pathogen	92.41	97	draft	98.59	0.9	CheckM2 v1.0.1 (this study)	99.99	0.04	99.99
RS_GCF_002102395.1	GCF_002102395.1	GTDB reference	Cultured isolate	Mycobacterium triviale	SGM	3.591	70.28	91.58	11.64	present	present	absent					Mycolicibacillus trivialis	Mycolicibacillus	non_pathogen	92.77	57	draft	98.72	0.07	complete by definition (isolate)			100
RS_GCF_002104795.1	GCF_002104795.1	GTDB reference	Cultured isolate	Mycobacterium koreense	SGM	4.079	69.36	90.7	11.49	absent	present	absent					Mycolicibacillus koreensis	Mycolicibacillus	non_pathogen	92	129	draft	99.06	0.39	complete by definition (isolate)			100
RS_GCF_022370835.2	GCF_022370835.2	GTDB reference	Cultured isolate	Mycobacterium parakoreense	SGM	3.936	70.49	91.42	11.41	absent	present	absent					Mycolicibacillus parakoreensis	Mycolicibacillus	non_pathogen	92.45	2	draft	99.12	0.39	complete by definition (isolate)			100
spire_mag_01959179.fa	spire_mag_01959179	SPIRE MAG	MAG / uncultured	Mycobacterium parakoreense	SGM	3.651	70.84	93.05	11.35	absent	present	absent		94.55	1.58	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.05	295	draft			CheckM2 v1.0.1 (this study)	95.19	1.54	95.19
GB_GCA_019242135.1	GCA_019242135.1	GTDB reference	MAG / uncultured	Mycobacterium sp019242135	SGM	3.812	66.69	90.45	11.25	absent	absent	absent					Mycobacteriaceae bacterium	not validly named	non_pathogen	92.48	724	draft			CheckM2 v1.0.1 (this study)	83.81	2.13	83.81
GB_GCA_036390735.1	GCA_036390735.1	GTDB reference	MAG / uncultured	Mycobacterium sp036390735	SGM	4.138	67	87.39	11.66	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.61	608	draft	88.36	4.97	CheckM2 v1.0.1 (this study)	95.22	2.7	95.22
spire_mag_02598702.fa	spire_mag_02598702	SPIRE MAG	MAG / uncultured	Mycobacterium sp036390735	SGM	6.286	66.19	88.5	11.52	absent	absent	absent		100.0	3.99	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	88.5	875	draft			CheckM2 v1.0.1 (this study)	100	3.95	100
spire_mag_01168129.fa	spire_mag_01168129	SPIRE MAG	MAG / uncultured	novel sp.	SGM	5.313	66.03	90.51	11.4	present	absent	absent		95.05	3.25	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	90.51	378	draft			CheckM2 v1.0.1 (this study)	95.55	3.29	95.55
spire_mag_01603633.fa	spire_mag_01603633	SPIRE MAG	MAG / uncultured	novel sp.	SGM	5.333	66.01	90.6	11.4	present	absent	absent		95.44	3.67	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	90.6	386	draft			CheckM2 v1.0.1 (this study)	95.8	3.81	95.8
spire_mag_01603564.fa	spire_mag_01603564	SPIRE MAG	MAG / uncultured	novel sp.	SGM	5.099	66.02	90.16	11.33	present	absent	absent		91.72	4.22	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	90.16	653	draft			CheckM2 v1.0.1 (this study)	91.61	4.25	91.61
GB_GCA_032159765.1	GCA_032159765.1	GTDB reference	MAG / uncultured	Mycobacterium sp032159765	SGM	5.619	65.4	91.79	11.66	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.28	245	draft			CheckM2 v1.0.1 (this study)	99.88	1.9	99.88
GB_GCA_032159965.1	GCA_032159965.1	GTDB reference	MAG / uncultured	Mycobacterium sp032159965	SGM	5.089	65.7	92.35	11.43	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.6	666	draft			CheckM2 v1.0.1 (this study)	93.55	6.31	93.55
GB_GCA_035651275.1	GCA_035651275.1	GTDB reference	MAG / uncultured	Mycobacterium sp035651275	SGM	3.956	65.97	92.7	11.69	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	94.06	318	draft	89.4	3.58	CheckM2 v1.0.1 (this study)	92.38	1.72	92.38
spire_mag_01599223.fa	spire_mag_01599223	SPIRE MAG	MAG / uncultured	Mycobacterium sp035651275	SGM	4.122	65.96	93.6	11.54	absent	absent	absent		90.97	2.34	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	93.6	395	draft			CheckM2 v1.0.1 (this study)	91.48	2.36	91.48
GB_GCA_036558625.1	GCA_036558625.1	GTDB reference	MAG / uncultured	Mycobacterium sp036558625	SGM	4.462	66.03	91.65	11.58	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	93.28	264	draft			CheckM2 v1.0.1 (this study)	92.96	1.21	92.96
RS_GCF_035640695.1	GCF_035640695.1	GTDB reference	MAG / uncultured	Mycobacterium sp035640695	SGM	4.558	66.82	89.6	11.22	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.29	192	draft	96.01	2.63	CheckM2 v1.0.1 (this study)	93.02	1.4	93.02
spire_mag_00549465.fa	spire_mag_00549465	SPIRE MAG	MAG / uncultured	Mycobacterium sp035640695	SGM	4.621	66.76	91.08	11.16	present	absent	absent		99.66	3.29	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	91.08	180	draft			CheckM2 v1.0.1 (this study)	99.68	3.36	99.68
GB_GCA_019245755.1	GCA_019245755.1	GTDB reference	MAG / uncultured	Mycobacterium sp019245755	SGM	4.175	67.66	90.18	11.08	absent	absent	absent					Mycobacteriaceae bacterium	not validly named	non_pathogen	91.58	82	draft			CheckM2 v1.0.1 (this study)	99.64	0.19	99.64
spire_mag_00186517.fa	spire_mag_00186517	SPIRE MAG	MAG / uncultured	Mycobacterium sp019245755	SGM	4.589	67.48	91.0	10.97	absent	absent	absent		97.14	3.01	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	91	386	draft			CheckM2 v1.0.1 (this study)	97.63	3.02	97.63
RS_GCF_035314905.1	GCF_035314905.1	GTDB reference	MAG / uncultured	Mycobacterium sp035314905	SGM	4.173	67.96	87.36	11.41	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	90.98	247	draft	91.72	2.05	CheckM2 v1.0.1 (this study)	91.67	2.27	91.67
GB_GCA_025965895.1	GCA_025965895.1	GTDB reference	MAG / uncultured	Mycobacterium sp025965895	SGM	6.782	66.09	85.26	11.21	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	85.94	212	draft			CheckM2 v1.0.1 (this study)	97.33	3.77	97.33
RS_GCF_021213805.1	GCF_021213805.1	GTDB reference	MAG / uncultured	Mycobacterium sp021213805	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.026	71.02	91.65	11.58	present	absent	absent					Mycobacterium sp. MYCO198283	not validly named	non_pathogen		23	draft			not in ingroup; not scored
GB_GCA_002013415.1	GCA_002013415.1	GTDB reference	MAG / uncultured	Mycobacterium sp002013415	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.166	64.04	91.42	11.3	present	present	absent					Mycobacterium sp. D16Q14	not validly named	non_pathogen		66	draft			not in ingroup; not scored
RS_GCF_002013375.1	GCF_002013375.1	GTDB reference	MAG / uncultured	Mycobacterium sp002013375	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.903	64.31	90.98	11.33	present	present	absent					Mycobacterium sp. D16Q13	not validly named	non_pathogen		34	draft			not in ingroup; not scored
GB_GCA_002013465.1	GCA_002013465.1	GTDB reference	MAG / uncultured	Mycobacterium sp002013465	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.807	64.22	92.55	11.32	present	present	absent					Mycobacterium sp. D16R12	not validly named	non_pathogen		41	draft			not in ingroup; not scored
GB_GCA_002013775.1	GCA_002013775.1	GTDB reference	MAG / uncultured	Mycobacterium sp002013775	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.992	64.08	92.54	11.26	present	present	absent					Mycobacterium sp. D16R18	not validly named	non_pathogen		82	draft			not in ingroup; not scored
RS_GCF_004924335.1	GCF_004924335.1	GTDB reference	Cultured isolate	Mycobacterium salmoniphilum	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.777	64.29	91.57	11.33	present	present	absent					Mycobacteroides salmoniphilum	Mycobacteroides	non_pathogen		1	closed			not in ingroup; not scored
RS_GCF_001632805.1	GCF_001632805.1	GTDB reference	NTM (isolate)	Mycobacterium chelonae	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.03	63.92	91.73	11.33	present	present	absent					Mycobacteroides chelonae CCUG 47445	Mycobacteroides	opportunistic_pathogen		1	closed			not in ingroup; not scored
spire_mag_02570492.fa	spire_mag_02570492	SPIRE MAG	MAG / uncultured	Mycobacterium chelonae	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.558	64.03	92.66	11.28	present	present	absent		100.0	1.75	host-associated	not applicable (MAG)	not applicable (MAG)	MAG		263	draft			not in ingroup; not scored
RS_GCF_016767715.1	GCF_016767715.1	GTDB reference	Cultured isolate	Mycobacterium gwanakae	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.061	64.02	91.54	11.32	present	present	absent					Mycobacteroides chelonae	Mycobacteroides	non_pathogen		1	closed			not in ingroup; not scored
spire_mag_02199963.fa	spire_mag_02199963	SPIRE MAG	MAG / uncultured	Mycobacterium gwanakae	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.704	64.11	93.19	11.28	present	present	absent		94.99	3.14	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG		349	draft			not in ingroup; not scored
RS_GCF_002356335.1	GCF_002356335.1	GTDB reference	Cultured isolate	Mycobacterium stephanolepidis	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.994	63.95	89.36	11.36	present	present	absent					Mycobacteroides stephanolepidis	Mycobacteroides	non_pathogen		1	closed			not in ingroup; not scored
RS_GCF_002013895.1	GCF_002013895.1	GTDB reference	Cultured isolate	Mycobacterium franklinii	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.432	64.15	90.89	11.39	present	present	absent					Mycobacteroides franklinii	Mycobacteroides	non_pathogen		32	draft			not in ingroup; not scored
spire_mag_00518991.fa	spire_mag_00518991	SPIRE MAG	MAG / uncultured	novel sp.	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.429	64.01	92.3	11.25	present	present	absent		99.97	3.7	host-associated	not applicable (MAG)	not applicable (MAG)	MAG		130	draft			not in ingroup; not scored
RS_GCF_009729205.1	GCF_009729205.1	GTDB reference	MAG / uncultured	Mycobacterium sp009729205	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.803	64.03	91.73	11.39	present	present	absent					Mycobacteroides sp. CBMA 271	not validly named	non_pathogen		18	draft			not in ingroup; not scored
RS_GCF_013449725.1	GCF_013449725.1	GTDB reference	MAG / uncultured	Mycobacterium sp013449725	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.912	63.84	91.78	11.37	present	present	absent					Mycobacteroides sp. LB1	not validly named	non_pathogen		16	draft			not in ingroup; not scored
GB_GCA_014204435.1	GCA_014204435.1	GTDB reference	Cultured isolate	Mycobacterium chelonae_A	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	3.953	64.24	91.06	11.35	present	absent	absent					Mycobacteroides chelonae	Mycobacteroides	non_pathogen		21	draft			not in ingroup; not scored
RS_GCF_001456355.1	GCF_001456355.1	GTDB reference	Cultured isolate	Mycobacterium saopaulense	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	4.649	64.8	92.39	11.37	present	present	absent					Mycobacteroides saopaulense	Mycobacteroides	non_pathogen		1	closed			not in ingroup; not scored
RS_GCF_000069185.1	GCF_000069185.1	GTDB reference	NTM (isolate)	Mycobacterium abscessus	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.09	64.15	92.3	11.27	present	present	absent					Mycobacteroides abscessus ATCC 19977	Mycobacteroides	opportunistic_pathogen		2	draft			not in ingroup; not scored
RS_GCF_001605725.1	GCF_001605725.1	GTDB reference	NTM (isolate)	Mycobacterium immunogenum	Outside ingroup (basal Mycobacteriaceae, GTDB Mycobacterium)	5.574	64.27	91.39	11.33	present	present	absent					Mycobacteroides immunogenum	Mycobacteroides	opportunistic_pathogen		1	closed			not in ingroup; not scored
GB_GCA_040391845.1	GCA_040391845.1	GTDB reference	Outgroup	Tsukamurella paurometabola_B	Outgroup (Tsukamurella, rooting taxa)	4.469	71.3	93.52	11.5	present	present	absent					Tsukamurella paurometabola	Tsukamurella	outgroup		211	draft			not in ingroup; not scored
RS_GCF_001575205.1	GCF_001575205.1	GTDB reference	Outgroup	Tsukamurella pseudospumae	Outgroup (Tsukamurella, rooting taxa)	4.939	70.31	91.68	11.58	present	present	absent					Tsukamurella pseudospumae	Tsukamurella	outgroup		69	draft			not in ingroup; not scored
